Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Gross_Sales,Discount_Amount,Net_Sales,Unit_Cost,Total_Cost,Profit,Payment_Method,Order_Status
ORD00589,2/1/2024,CUST0225,PROD019,10,197300,0,0,0,0,120800,0,0,Mobile Money,Cancelled
ORD01820,2/1/2024,CUST0216,PROD029,7,183600,0.05,1285200,64260,1220940,105400,737800,483140,Card,Completed
ORD01486,2/2/2024,CUST0089,PROD056,9,58800,0.15,0,0,0,33300,0,0,Mobile Money,Cancelled
ORD01940,2/2/2024,CUST0044,PROD008,8,284900,0.1,2279200,227920,2051280,184900,1479200,572080,Cash,Completed
ORD01094,2/4/2024,CUST0265,PROD029,2,183600,0.1,367200,36720,330480,105400,210800,119680,Card,Pending
ORD00842,2/4/2024,CUST0283,PROD032,5,439700,0.2,2198500,439700,1758800,331400,1657000,101800,Mobile Money,Completed
ORD00829,2/4/2024,CUST0198,PROD058,10,228300,0.15,2283000,342450,1940550,139600,1396000,544550,Card,Completed
ORD02165,2/7/2024,CUST0186,PROD056,10,58800,0.1,588000,58800,529200,33300,333000,196200,Cash,Completed
ORD00389,2/7/2024,CUST0105,PROD004,3,560000,0.1,1680000,168000,1512000,348100,1044300,467700,Card,Completed
ORD01793,2/7/2024,CUST0144,PROD007,5,25700,0.05,128500,6425,122075,16900,84500,37575,Card,Completed
ORD02205,2/8/2024,CUST0058,PROD016,10,6400,0.15,64000,9600,54400,4000,40000,14400,Bank Transfer,Completed
ORD00283,2/8/2024,CUST0269,PROD042,3,9300,0.2,27900,5580,22320,5400,16200,6120,Bank Transfer,Completed
ORD01648,2/8/2024,CUST0036,PROD052,7,392100,0.1,2744700,274470,2470230,307200,2150400,319830,Cash,Completed
ORD02083,2/8/2024,CUST0106,PROD020,3,27300,0.2,81900,16380,65520,18400,55200,10320,Card,Completed
ORD00648,2/9/2024,CUST0141,PROD029,4,183600,0,734400,0,734400,105400,421600,312800,Bank Transfer,Completed
ORD01760,2/9/2024,CUST0079,PROD019,9,197300,0.1,1775700,177570,1598130,120800,1087200,510930,Bank Transfer,Completed
ORD02361,2/9/2024,CUST0297,PROD031,2,38500,0.15,77000,11550,65450,27800,55600,9850,Card,Pending
ORD02424,2/9/2024,CUST0013,PROD038,2,109100,0.1,218200,21820,196380,68900,137800,58580,Mobile Money,Completed
ORD02078,2/10/2024,CUST0284,PROD052,9,392100,0.15,3528900,529335,2999565,307200,2764800,234765,Bank Transfer,Pending
ORD01714,2/10/2024,CUST0013,PROD003,10,6900,0.1,69000,6900,62100,5200,52000,10100,Bank Transfer,Completed
ORD00812,2/10/2024,CUST0206,PROD037,1,107900,0.1,0,0,0,59400,0,0,Card,Cancelled
ORD00974,2/10/2024,CUST0106,PROD034,2,427500,0.25,855000,213750,641250,282400,564800,76450,Card,Completed
ORD01029,2/10/2024,CUST0292,PROD045,10,142000,0.05,1420000,71000,1349000,106400,1064000,285000,Mobile Money,Completed
ORD00713,2/10/2024,CUST0106,PROD018,7,29300,0.2,205100,41020,164080,21500,150500,13580,Bank Transfer,Completed
ORD00925,2/10/2024,CUST0042,PROD005,7,444900,0.2,3114300,622860,2491440,322200,2255400,236040,Mobile Money,Pending
ORD00021,2/11/2024,CUST0068,PROD051,2,121500,0.1,243000,24300,218700,92700,185400,33300,Mobile Money,Completed
ORD00202,2/12/2024,CUST0211,PROD023,7,121900,0.05,853300,42665,810635,79500,556500,254135,Card,Completed
ORD02076,2/12/2024,CUST0244,PROD018,5,29300,0.1,146500,14650,131850,21500,107500,24350,Mobile Money,Completed
ORD01881,2/12/2024,CUST0035,PROD010,5,41400,0.15,0,0,0,29700,0,0,Card,Cancelled
ORD00073,2/12/2024,CUST0268,PROD012,9,9700,0.15,87300,13095,74205,7500,67500,6705,Bank Transfer,Completed
ORD00557,2/12/2024,CUST0122,PROD043,6,188900,0.1,1133400,113340,1020060,153600,921600,98460,Bank Transfer,Pending
ORD00611,2/13/2024,CUST0127,PROD013,5,37000,0.1,0,0,0,27000,0,0,Bank Transfer,Cancelled
ORD02399,2/13/2024,CUST0176,PROD006,6,17200,0.15,103200,15480,87720,12200,73200,14520,Card,Completed
ORD01655,2/13/2024,CUST0130,PROD005,4,444900,0.05,1779600,88980,1690620,322200,1288800,401820,Mobile Money,Completed
ORD00315,2/13/2024,CUST0190,PROD030,6,409300,0.05,2455800,122790,2333010,331400,1988400,344610,Bank Transfer,Completed
ORD01446,2/13/2024,CUST0003,PROD060,9,341700,0.1,3075300,307530,2767770,223100,2007900,759870,Card,Completed
ORD02228,2/14/2024,CUST0080,PROD010,5,41400,0.05,207000,10350,196650,29700,148500,48150,Card,Pending
ORD01507,2/14/2024,CUST0165,PROD029,4,183600,0.05,0,0,0,105400,0,0,Bank Transfer,Cancelled
ORD01267,2/14/2024,CUST0221,PROD034,7,427500,0.1,2992500,299250,2693250,282400,1976800,716450,Card,Completed
ORD02055,2/15/2024,CUST0108,PROD038,6,109100,0.05,654600,32730,621870,68900,413400,208470,Card,Completed
ORD00441,2/16/2024,CUST0240,PROD038,1,109100,0.15,109100,16365,92735,68900,68900,23835,Card,Completed
ORD00731,2/16/2024,CUST0245,PROD035,7,82200,0.05,575400,28770,546630,54600,382200,164430,Cash,Completed
ORD01809,2/16/2024,CUST0068,PROD042,1,9300,0.15,9300,1395,7905,5400,5400,2505,Bank Transfer,Completed
ORD02089,2/16/2024,CUST0033,PROD030,5,409300,0.2,0,0,0,331400,0,0,Mobile Money,Cancelled
ORD01194,2/17/2024,CUST0037,PROD028,4,159200,0.05,636800,31840,604960,112500,450000,154960,Card,Pending
ORD02383,2/17/2024,CUST0138,PROD004,1,560000,0,560000,0,560000,348100,348100,211900,Mobile Money,Completed
ORD01441,2/18/2024,CUST0187,PROD054,8,37100,0.05,296800,14840,281960,25500,204000,77960,Bank Transfer,Pending
ORD01557,2/18/2024,CUST0248,PROD048,4,414500,0.1,1658000,165800,1492200,303100,1212400,279800,Cash,Completed
ORD02348,2/18/2024,CUST0185,PROD045,5,142000,0.05,710000,35500,674500,106400,532000,142500,Mobile Money,Completed
ORD00467,2/18/2024,CUST0209,PROD031,10,38500,0,385000,0,385000,27800,278000,107000,Mobile Money,Completed
ORD01005,2/18/2024,CUST0123,PROD041,4,24800,0.1,99200,9920,89280,16200,64800,24480,Bank Transfer,Completed
ORD00905,2/18/2024,CUST0052,PROD013,6,37000,0.1,222000,22200,199800,27000,162000,37800,Card,Completed
ORD01942,2/19/2024,CUST0051,PROD003,10,6900,0.1,69000,6900,62100,5200,52000,10100,Card,Pending
ORD00455,2/19/2024,CUST0162,PROD014,6,249000,0,1494000,0,1494000,141700,850200,643800,Bank Transfer,Completed
ORD01606,2/19/2024,CUST0277,PROD042,1,9300,0.05,9300,465,8835,5400,5400,3435,Bank Transfer,Pending
ORD02188,2/21/2024,CUST0042,PROD040,10,273300,0.1,2733000,273300,2459700,185400,1854000,605700,Mobile Money,Completed
ORD01304,2/22/2024,CUST0261,PROD007,6,25700,0.05,154200,7710,146490,16900,101400,45090,Card,Pending
ORD01447,2/22/2024,CUST0175,PROD049,1,4000,0.1,4000,400,3600,2300,2300,1300,Mobile Money,Pending
ORD01325,2/22/2024,CUST0298,PROD055,3,175400,0.1,526200,52620,473580,104000,312000,161580,Cash,Pending
ORD02419,2/23/2024,CUST0216,PROD046,4,29300,0.05,117200,5860,111340,22200,88800,22540,Card,Completed
ORD02062,2/23/2024,CUST0151,PROD056,4,58800,0.05,235200,11760,223440,33300,133200,90240,Cash,Completed
ORD01443,2/23/2024,CUST0227,PROD029,9,183600,0.1,1652400,165240,1487160,105400,948600,538560,Mobile Money,Completed
ORD01487,2/24/2024,CUST0056,PROD040,2,273300,0.1,546600,54660,491940,185400,370800,121140,Card,Pending
ORD00403,2/24/2024,CUST0066,PROD043,6,188900,0.15,1133400,170010,963390,153600,921600,41790,Bank Transfer,Completed
ORD02480,2/25/2024,CUST0170,PROD002,9,344400,0.05,3099600,154980,2944620,273600,2462400,482220,Card,Completed
ORD00087,2/25/2024,CUST0292,PROD021,1,36000,0.1,0,0,0,21600,0,0,Card,Cancelled
ORD00391,2/26/2024,CUST0044,PROD029,7,183600,0.1,1285200,128520,1156680,105400,737800,418880,Cash,Completed
ORD01225,2/26/2024,CUST0170,PROD043,1,188900,0.2,188900,37780,151120,153600,153600,-2480,Card,Completed
ORD02333,2/26/2024,CUST0004,PROD039,7,481400,0.25,0,0,0,392300,0,0,Bank Transfer,Cancelled
ORD00572,2/26/2024,CUST0106,PROD015,10,24400,0.15,244000,36600,207400,17600,176000,31400,Card,Completed
ORD00606,2/27/2024,CUST0248,PROD049,2,4000,0.05,8000,400,7600,2300,4600,3000,Card,Pending
ORD01707,2/27/2024,CUST0209,PROD054,1,37100,0.1,37100,3710,33390,25500,25500,7890,Card,Completed
ORD02423,2/28/2024,CUST0039,PROD047,10,22800,0.2,228000,45600,182400,14000,140000,42400,Mobile Money,Completed
ORD01101,2/28/2024,CUST0295,PROD015,6,24400,0.25,146400,36600,109800,17600,105600,4200,Bank Transfer,Completed
ORD01332,2/28/2024,CUST0199,PROD051,8,121500,0.2,972000,194400,777600,92700,741600,36000,Card,Completed
ORD02362,2/28/2024,CUST0252,PROD017,4,3200,0,12800,0,12800,2300,9200,3600,Mobile Money,Completed
ORD02026,2/28/2024,CUST0082,PROD046,10,29300,0.2,293000,58600,234400,22200,222000,12400,Card,Pending
ORD01509,2/28/2024,CUST0197,PROD056,10,58800,0.15,588000,88200,499800,33300,333000,166800,Card,Completed
ORD01939,2/28/2024,CUST0086,PROD028,8,159200,0.15,1273600,191040,1082560,112500,900000,182560,Card,Pending
ORD00411,2/29/2024,CUST0250,PROD036,9,247600,0.2,2228400,445680,1782720,191100,1719900,62820,Mobile Money,Completed
ORD00076,2/29/2024,CUST0020,PROD021,1,36000,0.15,36000,5400,30600,21600,21600,9000,Card,Completed
ORD02450,3/1/2024,CUST0297,PROD047,3,22800,0.05,0,0,0,14000,0,0,Mobile Money,Cancelled
ORD02186,3/1/2024,CUST0055,PROD036,7,247600,0.25,1733200,433300,1299900,191100,1337700,-37800,Card,Completed
ORD02096,3/1/2024,CUST0074,PROD001,9,536800,0.1,0,0,0,344100,0,0,Card,Cancelled
ORD02444,3/2/2024,CUST0200,PROD055,6,175400,0,1052400,0,1052400,104000,624000,428400,Mobile Money,Completed
ORD00825,3/2/2024,CUST0104,PROD002,3,344400,0.1,1033200,103320,929880,273600,820800,109080,Bank Transfer,Pending
ORD02373,3/2/2024,CUST0214,PROD030,8,409300,0.2,3274400,654880,2619520,331400,2651200,-31680,Mobile Money,Completed
ORD02147,3/3/2024,CUST0168,PROD043,3,188900,0.15,566700,85005,481695,153600,460800,20895,Mobile Money,Pending
ORD01030,3/3/2024,CUST0018,PROD026,5,35000,0.2,175000,35000,140000,23500,117500,22500,Card,Completed
ORD00791,3/3/2024,CUST0164,PROD002,2,344400,0.1,688800,68880,619920,273600,547200,72720,Cash,Completed
ORD00113,3/3/2024,CUST0234,PROD027,9,25700,0.05,231300,11565,219735,16400,147600,72135,Card,Completed
ORD01151,3/4/2024,CUST0111,PROD044,3,11500,0.2,34500,6900,27600,6400,19200,8400,Card,Completed
ORD00138,3/5/2024,CUST0271,PROD031,1,38500,0.1,38500,3850,34650,27800,27800,6850,Card,Completed
ORD00846,3/5/2024,CUST0043,PROD057,8,20100,0.15,160800,24120,136680,11700,93600,43080,Cash,Pending
ORD01874,3/5/2024,CUST0271,PROD009,4,9600,0.1,38400,3840,34560,6200,24800,9760,Mobile Money,Pending
ORD02031,3/5/2024,CUST0088,PROD011,5,20000,0.25,100000,25000,75000,13400,67000,8000,Cash,Completed
ORD01237,3/5/2024,CUST0077,PROD052,1,392100,0.1,392100,39210,352890,307200,307200,45690,Mobile Money,Pending
ORD01433,3/5/2024,CUST0172,PROD032,10,439700,0.05,4397000,219850,4177150,331400,3314000,863150,Mobile Money,Completed
ORD00573,3/6/2024,CUST0139,PROD008,6,284900,0.05,0,0,0,184900,0,0,Bank Transfer,Cancelled
ORD00727,3/6/2024,CUST0194,PROD055,4,175400,0.05,701600,35080,666520,104000,416000,250520,Bank Transfer,Completed
ORD00609,3/6/2024,CUST0206,PROD022,1,238700,0.25,0,0,0,134700,0,0,Card,Cancelled
ORD00355,3/6/2024,CUST0247,PROD026,4,35000,0.05,140000,7000,133000,23500,94000,39000,Card,Pending
ORD01273,3/6/2024,CUST0042,PROD028,7,159200,0,1114400,0,1114400,112500,787500,326900,Card,Completed
ORD00030,3/7/2024,CUST0048,PROD038,3,109100,0.25,0,0,0,68900,0,0,Cash,Cancelled
ORD02046,3/8/2024,CUST0263,PROD056,1,58800,0.2,58800,11760,47040,33300,33300,13740,Card,Completed
ORD01107,3/8/2024,CUST0006,PROD023,10,121900,0,1219000,0,1219000,79500,795000,424000,Mobile Money,Completed
ORD00595,3/8/2024,CUST0202,PROD023,4,121900,0.05,487600,24380,463220,79500,318000,145220,Card,Completed
ORD00814,3/8/2024,CUST0217,PROD028,3,159200,0.2,477600,95520,382080,112500,337500,44580,Card,Completed
ORD01554,3/8/2024,CUST0250,PROD023,4,121900,0.2,487600,97520,390080,79500,318000,72080,Mobile Money,Pending
ORD01108,3/9/2024,CUST0111,PROD059,3,534000,0.15,0,0,0,343000,0,0,Mobile Money,Cancelled
ORD02176,3/9/2024,CUST0206,PROD009,1,9600,0.05,9600,480,9120,6200,6200,2920,Card,Completed
ORD01937,3/9/2024,CUST0189,PROD020,7,27300,0.05,191100,9555,181545,18400,128800,52745,Card,Completed
ORD02092,3/9/2024,CUST0105,PROD011,10,20000,0,0,0,0,13400,0,0,Card,Cancelled
ORD02470,3/10/2024,CUST0278,PROD019,8,197300,0.1,1578400,157840,1420560,120800,966400,454160,Card,Completed
ORD00516,3/10/2024,CUST0044,PROD025,4,72800,0.25,0,0,0,59600,0,0,Bank Transfer,Cancelled
ORD00374,3/10/2024,CUST0290,PROD035,4,82200,0.1,328800,32880,295920,54600,218400,77520,Bank Transfer,Pending
ORD02291,3/11/2024,CUST0017,PROD036,8,247600,0.2,1980800,396160,1584640,191100,1528800,55840,Bank Transfer,Completed
ORD00633,3/12/2024,CUST0144,PROD049,10,4000,0.15,40000,6000,34000,2300,23000,11000,Bank Transfer,Pending
ORD02314,3/13/2024,CUST0103,PROD039,8,481400,0.15,3851200,577680,3273520,392300,3138400,135120,Bank Transfer,Completed
ORD01858,3/13/2024,CUST0019,PROD006,7,17200,0.15,120400,18060,102340,12200,85400,16940,Mobile Money,Pending
ORD01020,3/13/2024,CUST0132,PROD033,4,36700,0,146800,0,146800,21900,87600,59200,Mobile Money,Pending
ORD02122,3/13/2024,CUST0170,PROD016,7,6400,0.25,44800,11200,33600,4000,28000,5600,Card,Completed
ORD00033,3/13/2024,CUST0110,PROD027,3,25700,0.1,0,0,0,16400,0,0,Card,Cancelled
ORD00792,3/13/2024,CUST0159,PROD056,1,58800,0.05,58800,2940,55860,33300,33300,22560,Cash,Completed
ORD02019,3/13/2024,CUST0104,PROD038,3,109100,0.1,327300,32730,294570,68900,206700,87870,Bank Transfer,Completed
ORD02053,3/13/2024,CUST0065,PROD060,7,341700,0.1,2391900,239190,2152710,223100,1561700,591010,Bank Transfer,Completed
ORD02074,3/13/2024,CUST0009,PROD007,10,25700,0.15,257000,38550,218450,16900,169000,49450,Bank Transfer,Completed
ORD01658,3/14/2024,CUST0087,PROD008,10,284900,0.1,2849000,284900,2564100,184900,1849000,715100,Mobile Money,Completed
ORD01314,3/14/2024,CUST0189,PROD041,8,24800,0.1,198400,19840,178560,16200,129600,48960,Bank Transfer,Completed
ORD00468,3/14/2024,CUST0022,PROD045,4,142000,0.2,568000,113600,454400,106400,425600,28800,Mobile Money,Pending
ORD00447,3/15/2024,CUST0090,PROD058,6,228300,0,1369800,0,1369800,139600,837600,532200,Mobile Money,Pending
ORD01033,3/15/2024,CUST0255,PROD058,10,228300,0.2,2283000,456600,1826400,139600,1396000,430400,Cash,Completed
ORD00717,3/15/2024,CUST0147,PROD002,6,344400,0.05,2066400,103320,1963080,273600,1641600,321480,Mobile Money,Completed
ORD01261,3/15/2024,CUST0035,PROD008,7,284900,0.1,1994300,199430,1794870,184900,1294300,500570,Card,Pending
